Start,End,Best Matrix,Best M. At,Time Taken,CUDA Memory Used,CPU Memory,Time
1,2,0.002670004963874817,1,191.65855193138123,0,0,2023:04:01 19:13:43
1,2,0.0031723864376544952,2,321.04570841789246,76,0,2023:04:01 19:15:52
1,2,0.0033958107233047485,1,128.610666513443,314,0,2023:04:01 19:39:55
1,2,0.003524884581565857,2,254.43621063232422,314,0,2023:04:01 19:42:01
